score,content,date,label
4,편하고 좋아요,2020-03-12,1
5,편리하다 추천합니다,2022-05-18,1
5,간단하고좋네요~,2020-08-21,1
5,똑닥 너무 잘쓰고 있어요~ 이런 앱 개발해주신 개발자님 너무 감사합니다!!,2023-03-31,1
5,굿굿굿,2022-12-19,1
5,참 편합니다. 아이땸시 병원 자주 가눈데ㅠㅠ 너무너무 고맙네요,2019-05-09,1
5,짱 간편,2015-02-04,1
5,"우연히 치과시술을 받으려다가 지인을 통해 알게된 똑닥, 덕분에 싼 가격으로 시술도받고 양질의 병원 정보도 얻을 수 있어서 좋았습니다. 교정도 생각중인데 또 이용해야겠네요!!!!!",2015-12-17,1
5,편하고 좋아요,2024-10-02,1
5,비대면진료가능해서 좋아요,2022-09-14,1
5,가서 대기안해도되고좋아요,2019-11-18,1
5,좋아요!,2022-10-31,1
5,좋네요,2020-04-04,1
5,너무 편해서 좋아요,2019-07-08,1
5,다운받았는데 아주유용한 어플인것같아요!!!좋은 정보도아주많고 앞으로많이 애용하게될것같네요ㅎㅎ짱짱!!!!,2015-02-05,1
5,좋아용,2020-08-15,1
5,좋아좋아요~~~~^^♥♥♥,2021-11-13,1
5,유용하게 잘 쓰고있습니다ㅋㅋㅋ,2016-08-24,1
5,좋아,2015-02-08,1
5,편하고 좋으네요,2019-01-05,1
4,시간변경이안되는게 약간아쉬워요.,2022-12-29,1
5,사용하기 편리해요~~,2019-10-25,1
5,좋아요,2023-10-09,1
4,대기 상황을 알수있어 좋아요,2023-09-16,1
5,세이업에서 이렇게 좋은 어플을 만들어주셔서 감사하구요~~~친구들에게도 널리 알리고싶습니다!세이업 화이팅ㅎㅎ,2015-02-04,1
5,넘 편해요,2024-03-28,1
5,예약으로 인한 시간절약,2023-08-01,1
5,잘 활용하고 있습니다,2022-12-27,1
5,병원 예약 서비스 좋아요,2021-12-10,1
5,빠르고좋아요ᆢ,2022-11-07,1
5,좋아요,2022-01-11,1
5,가까운 거리에있는 병원을 알수있어서 좋고 후기도 있어서 신뢰도 가고! 암튼 짱짱이예연!,2015-02-06,1
4,예약할수있고 진료상황 남길수잇어 좋아요,2019-12-23,1
5,편해요,2023-04-02,1
5,편해요,2020-02-13,1
4,익숙해지면 좋아요,2021-10-09,1
5,좋아요.,2021-11-09,1
5,좋아요,2019-12-09,1
5,세상간편!!!최고!!!!!,2019-07-02,1
5,좋아요♡,2020-05-01,1
5,좋아요,2023-01-04,1
5,편리하고 좋아요,2020-05-02,1
5,이용하기편하고 방문예약이 아닌 핸드폰으로 예약할수있어서 두번걸음하지않아도 되고 대기자명수도 실시간으로 떠서 아이순서 될때쯤 집에서 나가면 되니까 기다리지않고 바로 진료받을수있어서 좋아요.,2023-01-25,1
5,예약하고오니좋아요!,2019-10-04,1
5,어플 만드신분 겁나 싸랑합니다,2022-12-23,1
5,굿굿👍👍,2020-01-20,1
5,좋아요 대기자볼수있어서,2024-07-13,1
5,편하고 좋아요,2019-06-10,1
5,너무편함 오래기다리지않고 순번되면 카톡으로 알려주니 완전 짱,2019-07-09,1
5,좋아요,2019-09-27,1
5,좋아요^^,2022-12-08,1
5,"자주는 사용안하지만, 딸 영유아검진 예약할때 잘 사용하고있습니다^^ 예전에는 똑딱앱없었을때 영유아검진 예약하기도 번거로웠었는데 이제 똑딱앱이있어 아무때나 해도되고, 또 간편하고 쉽게 영유아검진 예약할수있어 너무 좋아요! 앞으로도 쭈욱 잘 사용할께요~ 감사합니다♡",2022-06-08,1
5,굳,2022-11-08,1
5,편하고 좋네요,2019-09-20,1
5,좋습니다,2022-07-25,1
5,이 앱 덕분 병원도 쉽게 찾고 예약도 쉽게할수있었어용 추천추천,2016-07-23,1
5,너무 잘 사용하고 있어요^^,2019-05-29,1
5,편해요~~,2018-12-04,1
5,도움이 많이 되요,2023-07-08,1
5,편리하고 좋아요,2020-01-22,1
5,사람도 많은 병원 가서 애들이랑 안 기다려도 되서 좋아요 만들어 주신분 감사합니다 복 받으세요 ^~^,2022-07-05,1
5,이거 보고 아들놈 약 사러 갔네요 일욜밤에 요긴하게 잘썼어요,2020-10-19,1
5,편리합니다,2019-12-09,1
5,👍,2022-12-14,1
5,제가 지금까지 수많은 어플들을 사용하면서 이렇게 효율적이고 좋은 어플은 사용해 본 적이 없는것 같습니다 ㅎㅎ 강추드려요!!지금당장 설치해서 사용해보세요!!,2015-02-08,1
5,접수하기가 넘 좋아요^^,2019-05-15,1
5,좋아용,2021-02-26,1
5,편리해요,2021-12-04,1
5,아이가 무슨 주사를 맞았는지 부모가 잘 체크해야 유용해요. 병원마다 진료기록은 비밀이라서 부모님이 똑딱으로 잘 체크 해주면 더 꼼꼼히 접종을 헐 수 있어요!,2021-10-07,1
5,예약도 되고 좋네요,2023-01-26,1
5,간단해요,2016-08-15,1
5,좋아요,2019-05-28,1
5,멤버쉽....갑자기 ...,2023-09-12,1
5,편리해용,2021-12-29,1
5,좋아요~^^,2018-12-08,1
5,편해요,2019-02-19,1
5,잘 사용하고 있어요,2022-10-01,1
5,종·ㅛ,2019-02-23,1
5,급하게 병원 찾을때 정말 좋은것같아요! 진료 가능한 항목도 상세히 나와있어서 헛수고 안 할수있다는 장점도 있구요~! 똑닥 짱!!,2017-04-24,1
5,이전에 몰랐던 서비스인데 많은도움이될것같습니다,2015-03-09,1
5,좋아요,2020-05-24,1
5,편리하네요..,2019-01-17,1
5,미리 예약할수 있어서 너무 좋아요~~,2020-05-28,1
4,좋아요,2019-02-17,1
5,좋아요,2020-05-27,1
5,따로 따로 이것저것 검색하는 수고가 즐어들었어요. 편리하고 좋아요~,2015-02-03,1
5,처음 써봤는데 만족합니다. 굿!!,2023-03-25,1
5,좋네요 편안하고,2023-01-14,1
5,편하고 좋아요,2021-10-19,1
5,편하네요,2019-02-09,1
5,Good,2015-02-05,1
5,좋아요,2022-10-29,1
5,편하고좋아요 대기시간이줄었어요 굿굿,2019-02-19,1
5,잘 쓰고있습니다~감사합니다.,2022-06-04,1
5,미리 볼수있어좋다,2023-07-24,1
5,조금 불편해요?,2023-12-13,1
5,굿,2023-01-14,1
5,예약시편리함,2020-02-06,1
4,12개월 만원이라면서 왜 만천원 결재하냐?,2023-12-23,1
5,병원에사람이 많으면 옮을까걱정되는데 똑딱이있으니 맞춰가면되서 걱정이줄었습니다 너무좋아요~,2023-01-02,1
5,좋습니다,2023-11-12,1
5,정말편하고 좋아요 ^^,2019-08-31,1
4,좋아요,2022-12-12,1
5,편해요 좋아요,2021-12-04,1
5,아주편하네요,2019-10-17,1
5,편해요^^,2019-10-22,1
5,전화필요없이 내가 원하는 시간에 예약 굿굿굿,2019-05-07,1
5,병원예약이 되어서 좋아요,2022-12-15,1
4,잘쓰고 있습니다,2022-02-18,1
5,너무 편하고 좋아요 대기번호 다가오면 알림톡이 여러번 오니 정말 편해요 병원 대기시간 줄여주셔서 감사합니다,2023-04-13,1
5,정확한 편입니다~ 잘사용하고있어요,2021-10-24,1
5,그냥 좋아요,2020-01-05,1
5,좋음,2019-12-27,1
5,급할때 편해서 좋아요,2018-12-17,1
4,좋아요 ~! 그런데 얼마 전에 똑닥으로 예약하고 진료를 받고 왔는데 며칠 후에 보니 방문을 안했다고 페널티에 올라가 있더라구요. 왜 그랬을까요?,2020-02-25,1
5,환자많은병원에 미리 예약하고 갈수있어서 잘쓰고있습니다,2022-11-02,1
5,안녕 하세요  촤고의 서어비스,2017-01-09,1
5,좋아요,2020-01-03,1
5,정말 짱짱!!  그냥 추천받고깐앱인데 정말 좋네요ㅎㅎ잘쓸께요 앱만든사람 정말 잘한듯ㅎㅎ,2015-02-08,1
5,최고,2020-06-25,1
5,편해요,2020-01-23,1
5,좋습니다,2020-01-13,1
5,편해요,2019-03-10,1
5,많은 병원이 똑딱 이용했으면 좋겠어요~ 오래 기다리지 않고 시간 맞춰가면 되서 좋아요~~,2022-03-11,1
5,간편하게 예약할수있어서 좋음.,2021-12-25,1
5,편리해요,2019-09-05,1
5,시간절약,2023-09-17,1
5,대기시간 길어서 오래걸리거나 조금만 늦게가도 환자가 많아서 오픈시간대가 아니면 많이 기다려야했었는데 집에서 어플로 예약 하고가니 훨씬 편하고 좋네요,2019-01-09,1
5,좋아요,2022-06-26,1
5,좋아용,2021-11-03,1
5,굿굿,2024-01-13,1
5,아주 유용합니다,2023-07-25,1
4,앱을 사용할 겨를 없이 방문했네요. 병원 전화 안내도 확실하게 안내해 주셔서 감사만 합니다. 진료해주신 원장님께서도 안전하게만 고집해 주셔서 감사합니다!,2024-10-16,1
5,좋아요,2024-10-11,1
5,완전 편리하고 좋아요^^,2024-01-17,1
4,병원으로가서 기다리지않아 좋아요~,2018-11-26,1
5,이거 덕분에 넥슨플레이 130포인트쌓여어요,2015-02-03,1
5,굿,2019-03-31,1
5,똑딱 알게 되어 삶의질이 올랐네요,2023-07-03,1
5,정말 좋습니다,2015-02-04,1
5,내놔,2015-02-05,1
5,많이개선되어 이용이편리합니다. 미리 대기해놓고 순서되면가서 진료볼수있으니 월1000원의멤버쉽 이용료 아깝지않네요 자주가지않는편이라 아플때마다 가입하고 사용해도 되는 부담없는가격 좋아요,2023-11-26,1
5,덕분에 편했어요 병원 찾기도 수월하구 ^^ 더 많은 병원이 가능했으면 좋겠습니다,2020-01-15,1
5,세상에나 이런 앱이 있다니 완전 땡큐 입니다ㅋㅋ,2015-02-04,1
5,좋아요,2018-11-06,1
4,너무편해요,2019-07-09,1
5,좋음,2019-04-24,1
5,육아빠에게 필수 어플입니다 최고,2020-06-15,1
5,굿,2019-07-09,1
5,편하고 조아요~굿굿,2018-11-16,1
5,굿,2020-02-15,1
5,엄지척,2022-10-28,1
4,업데이트하고 체온등록이 보이질 않아요.. 어디로 사라진거죠??? 아이가 열나서 등록하고 전에꺼도 보려고하는데 도통 안보이네요,2024-08-08,1
5,예약하고 가기 편해요~,2020-01-14,1
5,정말 편해요,2019-12-15,1
5,편하고좋아요,2020-01-05,1
5,대기인원 알 수 있어서 완전 좋아요,2019-09-10,1
5,미리 예약도 되서 잘 사용하고 있어요~ 똑딱 사용하는 병원이 더 많음 이용하기 훨씬 좋을 것 같네요!,2021-10-13,1
5,원하는 질병치료법에 따라 병원을 찾을 수 있다니 매우 좋은 앱이라 생각됩니다. 이앱 성공하길 빌게요~^^,2016-04-04,1
5,너무 편해용,2022-10-22,1
5,좋아요,2019-07-19,1
5,오.... 진짜 짱인데ㅣ욥...??? 학원갈때 진짜 세이업 짱bb,2015-02-04,1
5,세상 좋아졌네요^^ 편하게 대기없이 진료보고왔습니다,2024-06-09,1
5,이런 어플이 있었다니 몰랐다는게 후회되요 직접 가지 않아도 스마트폰으로 정보를 제공한다니 ㅠㅠ 강력추천합니다,2015-02-06,1
5,환자가 많은 병원에서 기다리는게 힘들었는데 똑딱만나고 편해졌어요~♥,2023-12-18,1
5,편리해요,2021-11-02,1
5,굿!,2022-04-01,1
5,항상가는병원도 있지만 안과나 피부과는 자주가는게아니라 어디가야할지 모르겠는데 할인해주고하는 병원 찾아가기 좋은것같아요ㅎ,2015-02-06,1
5,병원 대기 길게안해도 되서 좋아요,2020-04-11,1
5,미리접수잘했습니다~~~~너무좋네여~~~,2023-01-05,1
5,미리 예약하고 가니.. 빨라서 좋아요,2022-03-15,1
5,병원 쉽게 찾아서 좋고 제일 좋은건 접수랑 예약할수 있어서 시간절약이되서 너무 좋아요!!,2017-06-07,1
5,마냥 기다리지 않아좋아요,2023-05-21,1
5,편하네요,2019-11-28,1
5,아주 편리하고 좋아요,2020-02-05,1
4,진료대기시간이라든지 근처 병원알림같은건 괜찮았는데 처방전 약정보에서 좀 미흡했던거 같아요. 근데 편리하고 유용한 앱이네요.,2020-01-28,1
5,좋아요,2019-03-21,1
5,병원 홈페이지 찾아서 로그인해서 예약하던것보다 훨씬 쉽고 빨라졌어요 얼른 다른 병원들도 접수나 예약이 똑닥으로 됐으면 좋겠네요ㅠㅠ,2019-12-24,1
5,좋아요,2023-04-14,1
5,최근 사용한 앱중 가장 유용한 앱이네요 ^^,2023-12-11,1
5,사용이 편하고 즉시 예약할 수 있어서 좋아요,2019-10-18,1
4,편리한데 안되는 곳이 너무 많아요,2020-07-12,1
5,잘쓰고있어요,2023-12-01,1
5,병원가기전에 유용하게 사용될거 같아요~ 보기가 좋게 되있네요^^',2022-12-27,1
4,접수하기가 안눌러져요. 왜그런가요? 삭제했다가 새로 설치해도 그래요.,2022-12-17,1
5,편리하게 예약 할 수 있어서 좋았습니다^^,2022-01-01,1
5,좋아요.. 두시간씩 대기하고 그랬는데 똑닥 덕분에 병원가기가 정말 편리해졌어요.,2020-03-07,1
5,굿,2023-01-19,1
5,좋음,2022-09-13,1
5,좋아요,2020-06-13,1
5,현장가지않고 접수한뒤 저희 차례쯤가서 바로 진료볼수있어서 너무 좋아요👍👍👍,2019-06-07,1
5,너무간편해요,2021-12-07,1
5,병원예약이 가능해서 편리했어요,2022-11-05,1
5,"세이업은 평판좋은 곳을 꼼꼼하고 까다롭게 심사해 고른 병원과 학원에서 단독제휴로 10~50% 교육, 의료비 절감을 받을 수 있어요~ 그리고 빠른 정보검색과 특징을 알아보고 상담 및 예약진행, 찜기능으로 필요한 정보를 저장 등 후기까지 볼 수 있는 혜택이 있어서 좋습니다.",2015-02-10,1
4,편해졌어요,2019-07-09,1
5,난수근이오빠랑희철이오빠만믿음,2017-01-17,1
5,나한테 필요한 정보도받을수 있고 할인혜택까지받으니깐 1석2조임♥,2015-02-05,1
4,많이 기다리지 않아서 위생과 시간 활용에 좋고 편리합니다.,2019-04-08,1
5,쉽고 편하게 만든거 같아요~,2019-12-02,1
5,핸드폰으로 접수할 수 있어서 너무 좋아요,2020-01-26,1
5,👍,2021-10-27,1
5,예약하니 대기시간이 줄어서 좋네요^^,2020-02-24,1
5,가면서 접수하니 좋아요,2021-10-22,1
5,굿,2022-11-02,1
5,좋아요^^,2023-01-31,1
5,접수하고 기다리지않고 볼일보고 와서 좋아요 대기자 현황이 카톡으로 오니 좋아요,2020-02-12,1
5,너무 편해요!굿굿굿~~~~,2022-11-25,1
5,좋아요,2019-10-08,1
5,좋아요,2021-10-14,1
5,좋아요,2019-12-02,1
5,병원갈때마다 대기가 길어서 힘들었는데 예약하고가니 너무 편하고 기다리지않아도되서 너무좋아요!!강추!,2020-06-10,1
5,굿,2020-01-15,1
5,편해요,2019-10-20,1
4,대기없이 바로 진료받을수 있어 좋아요.그런데 예약전 대기자 수를 볼수 있으면 좋겠어요. 병원까지 거리가 있는데 대기자 1~2명이면 좀 난감해요,2020-05-30,1
5,예약접수와 대기현황을 확인할수있어좋아요,2018-12-28,1
4,지금도 충분히 좋치만 형제.자매 접수할때 한번에 할수있게 하면 더욱 좋을거같아요.,2019-09-25,1
5,아픈아이를데리고 불필요한 시간이 절약되니 너무좋아요 더 많은병원들이 함께했으면 좋겠습니다,2019-05-21,1
4,좋아요,2019-12-15,1
5,병원에서의 대기시간을 줄일수있어 좋아요^^,2022-11-16,1
5,없어선 안 될 어플 입니다 !!,2022-10-13,1
5,편리합니다,2022-12-27,1
4,예약하기 편해요,2021-10-20,1
4,편하긴한데 안되는 병원들도 있어서.. 모든 병원이 다 되었으면 좋을듯 해요..,2019-03-16,1
5,좋아요,2021-12-27,1
5,굿ㅇㅇ,2016-01-05,1
5,병원위치도 알고 정보도 알 수 있어서 너무너무 좋아요~ ~이어플 깔길 잘한거 같아요 짱짱,2016-07-23,1
5,조아오ㅡ,2019-10-26,1
5,하지마세요,2016-10-27,1
5,좋네요,2023-01-04,1
5,예약이 넘 쉽네요,2022-09-05,1
5,편하네요!,2019-01-02,1
5,좋아요,2018-12-12,1
5,병원 진료 순서도 알수 있고 검사도 알 러쥐서 편리 해요,2020-06-28,1
5,최고예요!!!,2023-10-04,1
5,편해요,2020-01-26,1
5,편리하네요,2020-07-17,1
5,다른 앱에는 없는 학원이나 의료 쿠폰등이 있어서 손쉽게 쿠폰만 제시하면 할인을 받을 수 있습니다. 무엇보다도 좋은것은 믿을 수 있는 업체만 선정하고 후기도 볼수 있어서 리뷰를 많이 보는 저에게는 정말 유용한 어플입니다. 그리고 쿠폰 찾는데도 복잡하지않고 카테고리별로 깔끔하게 나눠져있어서 굉장히 편합니다.,2015-02-05,1
5,편리하게 진료순서를 안내해 주시어 감사드립니다,2020-02-12,1
5,접수기능좋아요^^,2022-11-09,1
5,이윤교,2020-03-12,1
5,이앱을실행햇는데 와 정말좋습니다 학원에 유용하게쓸수있는듯합니다,2015-02-09,1
5,편하게 이용하고 있어요.,2022-05-09,1
5,좋아요,2019-04-08,1
5,예약이 간편하고 빠르네요!,2019-12-23,1
4,영유아검진하기 좋네요,2019-03-22,1
5,좋아여 이런어플 필요했는데ㅎㅎ 아주실시간으로 알랴주네여,2019-12-19,1
5,병원 확인이 편하네요.,2016-11-25,1
5,편해요 굿!,2020-05-01,1
5,신기하네여,2015-02-08,1
4,대체로쉬움,2023-02-24,1
4,좋아요,2019-12-19,1
4,좋아요,2019-04-16,1
5,편리하고 시간을 아낄수 있어서 좋아요,2021-11-04,1
5,편리하네요,2020-04-04,1
5,좋아요 예약도되고 아이를 다른사람이 병원데려가도 실시간상황도알수있구요^^,2020-05-12,1
5,가까윤병원을 알때 진짜좋음.,2015-02-04,1
5,굿,2018-06-29,1
5,편리한 어플이내여~신세계 입니당~ 자주 많이 이용 할것 같아요~^^,2019-03-08,1
5,굿,2019-10-21,1
5,매번 가던 곳만 갔었는데 똑닥어플 깔고보니까 동네에 병원이 종류도 다양하고 생각보다 많이있었네요  병원어플은 똑닥이 처음인데 편리하게 잘 쓸 수 있을것같아요!,2017-06-08,1
5,유료로 바뀐다니 아쉽네요,2023-08-25,1
4,잘쓰고 있어요,2023-12-10,1
5,좋아요~~아가병원갈때매일활용하고있어요^^,2019-02-11,1
5,예약안하고가면 한시간반 기본으로 기다려야 했는데 편해요,2019-05-15,1
5,편해요,2019-10-21,1
5,좋아요,2020-08-07,1
5,편하고 좋네요...,2019-05-03,1
5,괜찬아습니다 괜찬습니다 관찬습니다,2020-01-06,1
5,간편해요 ^^,2018-11-03,1
4,안튕기면좋아요.한번씩튕거서 다시 입력할땐환장,2020-08-09,1
5,모바일로 학원 병원 등등 상세히!! 자세히!! 알아 볼수 잇으니 좋고 편리하니  정말 최고최고,2015-02-08,1
5,편해,2022-02-19,1
5,아기들아플때정말잘쓰고있습니다.,2019-02-24,1
5,잘쓰고 있어요 안기다리고 미리 예약이 되니 편하네요...,2021-10-07,1
5,피드 의료 교육 세가지 분류로 나뉘어 있어서 굉장히 편리하다고 생각합니다 피드는 생활에 편리한 내용이 들어있고 시공간에 제약받지 않고 볼 수있어서 더 좋다고 생각합니다 의료 또한 집근처 병원과 할인가를 쉽게 알 수있어서 좋습니다 아이폰 사용자라 가족 핸드폰을 이용해 구글플레이에서 사용하고 있는데 얼른 앱스토어에도 나왔으면 좋겠네요,2015-02-02,1
5,기다리지않고 예약하고 바로 진료받을수있어서 편리해요,2019-10-23,1
4,새로고침이조금 느리지만 편해요,2019-10-06,1
5,아기 건강검진이랑 예방접종 때문에 처음 사용해 봤는데 너무 편리해요. 그리고 예방접종 시기랑 종류를 알려주어서 좋아요.,2021-10-09,1
5,출발하면서 접수되니 시간절야되고 편했어요!,2019-04-22,1
5,최고!,2023-02-13,1
5,병원 검색이나 예약할 때 편리하게 잘 쓰고 있습니다.,2020-08-06,1
5,100%는 아니지만 다른 어플 비교해서 정확해요,2019-03-24,1
5,편하네요^^,2020-01-23,1
5,유용하게잘쓰고잇습니당,2016-04-04,1
5,순서대로보고 가니까 편해요,2023-01-03,1
4,좋아요,2020-02-14,1
5,완전편해요♡♡,2019-06-12,1
5,최고인것같아용,2020-08-12,1
5,희님ㅁ이 잘생겨서 다운....★♥★♥★♥,2017-02-14,1
5,여긴 지방이라 그런지 소아과가 전부 접수 순이라 주말이나 월요일이면 한두시간 대기는 기본이에요. 그래서 꼭두새벽에 접수하러 가기도 하구요. 얼마전 처음으로 이 앱으로 접수하고 갔는데(예약은 안되더라구요)  거의 대기 없이 바로 진료를 볼 수 있어서 너무 좋았어요. 요새 독감이 하도 유행이라^^;;;  다만 동시에 여러명 접수는 할수 없나요? 애들 접수 할때 한명 접수하고 또 접수해야하는것 같은데 순번이 떨어지면 좀 곤란할것 같아요. 주위 모든 병원이 얼른 이 앱을 도입했으면 합니다^^,2018-01-12,1
5,할머니 병원예약해서 잘 다녀왔어요,2022-04-14,1
4,편리하고 좋은 어플이지만 느리고 오류도 잦아요..ㅠ,2022-08-01,1
5,학원끼리할인비교와 피부 생활 건강 왠만한 찾을거리는다 정리해두신듯 하내요,2015-02-04,1
5,편하고좋아요,2019-09-30,1
5,좋아요,2020-07-03,1
5,간편합니다,2022-05-22,1
5,아플땐~ 어똑해 똑딱! 진짜 펀리한 어플중 하나 ㅎㅎㅎㅎ 다른 지역 놀러갔을때 급하게 병원 찾았던 적 있었는데 그때 친구가 똑딱으로 찾아줘서 깔아봐용! 광고모델 얼굴 아주 칭찬해♥ 똑딱 트위터분도 진짜 귀여우시고 좋아요~ 똑딱 앞으로도 희님과 함께해♥♥♥,2017-04-26,1
5,좋아요,2024-06-26,1
5,잘사용하고있어요,2023-09-09,1
5,좋아요,2021-12-08,1
5,좋아여,2023-01-14,1
5,좋아요 예약상황도 알수있고 미리예약도 할수있어서 좋아요 !,2019-08-26,1
5,빠른 접수로 시간을 아낄수 있어서 정말 좋습니다,2019-07-05,1
4,좋네요,2022-02-10,1
5,미리예약너무좋음,2021-10-21,1
5,좋아요,2023-07-27,1
5,소아과에서 2~3시간씩 기다리던 시간이 절약되어 정말 좋습니다~개발자에게 감사드리고 싶습니다~~마스크재고확인도 빠르고 정확합니다~~,2020-04-02,1
5,편리합니다,2020-07-31,1
5,편해요 좋아요 화이팅,2022-07-26,1
5,병원에서 오래 안기다려도 되고 너무 편하고 좋아요,2018-12-18,1
5,굿,2015-02-04,1
5,조아요,2019-10-19,1
5,코로나 접종 4차 할려고 하는데 7월 22 금요일 3시 할수 있어요,2022-07-20,1
5,완전 편하고 좋아요,2023-09-01,1
5,만드신 분 존경,2023-04-21,1
5,좋아요,2019-12-30,1
5,편리합니다!,2018-12-12,1
5,좋네요,2019-01-29,1
4,"내원하기전에 미리 접수 할 수 있어서 너무좋아요. 영유아건강검진도 예약도가능하고 문진표도 모바일로 가능하니 편리해요~~ 다만, 접수하고와도 대기순번이 딱! 정확하지않은게 조금 아쉬워요",2019-09-25,1
5,백신 맞으러왔다가 이렇게 편리한 어플이 있는줄도 몰랐네요;; 개발자분들 화이팅하세요!!,2021-10-25,1
5,24시간 언제든 예약되어서 최고에요!,2020-02-24,1
5,병원 가기 전에 잠깐 시간 내서 체크해보는 것만으로 할인 혜택도 받고 좋네요 역시 정보는 힘이다!,2016-06-07,1
5,정말 편리하지만 회원제로 바뀝니딘,2023-08-08,1
4,예약관련 알림메세지도 보내주시고 하니 좋아요 예약을 늦을 일이 없네요,2019-06-09,1
5,편리하게 이용했습니다,2021-11-13,1
5,집근처 병원 예약해 놓고 대기자수 확인 후 가니 오래 안기다려서 좋아요,2022-10-31,1
5,그래 세상이 이렇게 합리적으로 변화하고 진화해야지,2021-11-14,1
5,편리하게 진료볼수 있어좋아요,2020-02-25,1
5,넘무나 편리합니다,2024-10-19,1
5,병원예약 서비스 좋아요,2022-11-04,1
5,시간 절약되고 편해요,2022-01-24,1
5,편리합니다!!,2023-02-01,1
5,앱팡에서 설치했어요. 치과 가려고 했는데 도움이 됐어요.^^,2015-02-04,1
5,광고보고 다운받았는데 제가 사는 지역에는 예약가능한 병원이 없네요. 추후에 계속 추가된다면 유용할 것 같네요. 병원 검색기능은 잘 사용하고 있습니다. 야간 진료병원이나 휴일 근무 병원 알려주는 기능이 추가되면 더 좋을 것 같습니다,2017-01-23,1
5,아직까진 불편없이 잘 쓰고있어요 편리하네요,2020-05-16,1
5,좋아요,2023-03-22,1
5,진료 순서를 알수 있어 좋아요,2020-02-13,1
4,대기순서 알수있어서 너무 편해요^-^,2021-12-20,1
5,편하게사용하고있어요~~,2019-08-27,1
4,넘 편리해요,2021-11-30,1
5,좋아요,2021-10-08,1
5,마스크 구입에 도움이 됩니다 고맙습니다,2020-04-04,1
5,좋아요,2021-12-26,1
5,편리합니다,2020-01-21,1
4,렉이 왜케 심한가요.. 소아과 예약은 전쟁인데 렉이 걸리니 예약은 무슨.. 9시부터가 예약인데 9시 몇초면 예약이 끝납니다.. 예약이 다찬거겠죠.. 전에도 렉때문에 예약하는데 애먹었습니다.. 에러코드가 뜨지 않나.. ㅜㅜ 렉때문에 어플이 있어도 예약이 좀 힘드네요.. 딱 8시 57분부터 대기하는데 렉이 엄청납니다..🥲🥲 하필 오늘은 예약도 못하고 꽉차버렸어요 😭😭 서버 좀 늘려주세요..,2023-04-01,1
5,굿,2024-06-23,1
5,정말편하고좋아요,2015-02-08,1
5,좋아요,2019-12-23,1
4,편해요,2020-02-23,1
5,요즘 감기로 어린이들이 많이 몰려와 진료 대기시간이 긴데 예약하고 가면 금방 진료 받아서 좋아요. 대기시간이 길면 아이도 부모도 모두 힘드니깐.,2018-11-05,1
5,"병원찾기도 편하고, 예약하기도 편합니다",2020-01-04,1
5,말이 정말 필요없습니다 그냥 하세요,2015-02-04,1
5,미리예약이랑 남은 인원 볼수잇는게 넘 좋아요,2023-06-25,1
