score	content	date	label
1	업데이트가 되지 않는다고 나오고 기기가 호환 불가라고 나오는데 사용도 할수 없는데 방금 사용료는 잘 나갔드라구요ㅜ안되면 사용도 못하고 돈만 내야되고 사용이 안되는거라면 해지방법이라도 알려주세요	2024-11-04	1
1	이딴걸 어플 이라고	2024-11-02	1
5	내시간 살려주는 유용한 앱	2024-11-02	0
5	편리함	2024-11-01	0
5	처음 쓰는데 좋네요~	2024-11-01	0
1	가입이 안되네요. 카톡 로그인이면 카톡 인증을 시켜야하는데 pass로 넘기니 가입이 안됨	2024-10-30	1
5	병원예약좋다 사용병원이 더 많이늘었으면	2024-10-28	0
5	쵝오	2024-10-28	0
5	똑닥으로 소아과예약 , 바로접수하니 소아과에가서오래안기다려도되서 좋습니다 대기인원도나오니까 편하네요 😊👍	2024-10-27	0
1	하.... 쓸데없는거 막 체크하라고 (아니 결제같은 걸 왜 미리 체크하게 함?) 땡해서 시작해도 이것저것 누르다보면 시간 지체되어 접수마감 끝나있고. 증상이고 결제고 일단 접수후에 누르게 해놔도 되잖아요?	2024-10-27	1
1	아이 번호 뒷자리는 나중에 입력하기 체크 안하고 저장했는데, 왜 매번 접수할때 마다 뒷자리번호 입력하라고 떠서 그거 하다보면 벌써 마감되어 있고..... 이런 오류나 좀 잡아주지, 돈내고 정작 필요할때 활용도 못하고 이게 뭡니까.	2024-10-26	1
1	병원예약하려니 예약하려면 가입비 내야한다고 뜨는데 어떻게 된건가요? 처음엔 뜨지않다가 유료로 바뀐건가요??? 정말너무하네~~	2024-10-25	1
4	6💕💯	2024-10-24	0
1	업데이트를 진행하려 했더니 똑닥 업데이트가 안되는 기종이라고 나오네요. '접속'조차 안되는데 계약 해지를 어떻게 하나요. 사용은 커녕 접속도 안되는데 매달 돈을 내게 생겼네요. 이런 문제 빨리 해결해주던가, 계약해지 방법을 공지 바랍니다. 업데이트를 하든 안하든 처음 접속은 되어야 하는거 아닌가요? 이거.. 원	2024-10-23	1
5	안기다려도 되서 좋아요ㅎ	2024-10-21	0
5	최고존엄	2024-10-21	0
1	9시 땡하고 바로접수 했는데 대기 30명 진료실 대기현황 52명 병원에서는 왜 이앱을 선택했는지 모르겠어요 예약은 편리할지 모르겠지만 열나고 급하게 병원가려 할때 힘드네요	2024-10-21	1
1	카카오계정을 사용하지않으면 이용할 수가 없게 되어있네요. 본인인증도 pass는 인증되었다하는데 계속 오류나고... 개선해주셨으면 좋겠어요.	2024-10-21	1
5	넘무나 편리합니다	2024-10-19	0
1	아니 대기가 28명인데 1시간지나도 18명이길래 5명되면 가려고 집에서 기다리는데 시2ㅂ 1시간 지났다고 취소 갈기면 뭐하러 똑딱씀??? 병원에서 죽치고 있기 싫어서 나온 어플아님 ? 이럴거면 이거 돈 줘가며 안쓰지 ㅡㅡ 내돈만 날렸네 기가찬다 기가차	2024-10-19	1
1	연간이용중인데 월결제가 되었어요. 상담채팅걸었더니 챗봇으로만 안내되고 그렇다고 지정문의가 다양하게 있는것도 아니고 고객센터 진짜 너무 최악이에요. 중복결제금액 환불처리좀 해주세요.	2024-10-19	1
5	좋아요	2024-10-18	0
4	앱을 사용할 겨를 없이 방문했네요. 병원 전화 안내도 확실하게 안내해 주셔서 감사만 합니다. 진료해주신 원장님께서도 안전하게만 고집해 주셔서 감사합니다!	2024-10-16	0
5	너무 편리합니다!	2024-10-15	0
2	안녕하세요. 똑닥 앱이 제대로 열리지않아 폰도 껐다키고 등등 해봤는데 실행되지 않습니다. 삭제 후 다시 설치하려는데 여전히 되지 않습니다. 많이 불편한데, 도움 부탁드립니다!!	2024-10-15	1
1	편함	2024-10-15	1
1	이런 유료앱은 없어져야한다고 생각합니다. 그리고 이앱쓰는 병원도 이용하지않아야된다고 생각하네요 예약하는걸로도 환자들한테 돈받아먹고 있네요.. 예약관리편하게 하고 싶으면 사용하는 병원이 비용을 부담해야지 식당예약어플처람.. 어의없는 앱이네요..	2024-10-14	1
1	회비내고 딱 한번 똑딱으로 접수했는데요. 그 후로 제 핸드폰은 호환 안된다는데요. 아예 똑딱을 열어 볼 수가 없습니다. 이 불편함을 어찌해야하나요?	2024-10-14	1
1	삼성 s9폰을 사용합니다 하루아침에 앱과 호환이 안된다하면 어쩝니까 호환가능방법 알려주세요	2024-10-13	1
1	업데이트가 안되어 사용할 수 없습니다	2024-10-13	1
5	좋아요.	2024-10-13	0
1	병원에서 순서관리를 제대로 안해서 똑닥 쓰는 의미가 없습니다. 앞에 순서 사람들이 안온걸 기다려주면서 현장접수한 환자를 먼저 받아서 순서가 밀립니다. 영문도 모르고 계속 기다리게 되는데 이러면 똑닥을 왜 돈주고 쓰나요? 시간이 금이라서 이용료를 내는건데 제 돈이 공중분해되네요? 그리고 사용료는 사용자가 내는데 패널티도 사용자가 받고 시스템이 이게 맞나요? 병원에서도 똑닥 쓰는 메리트를 누리면 그만큼 병원도 패널티를 봐야합니다. 아니면 똑닥 이용료를 병원에서 부담하고 소비자는 무료로 쓰게 풀어놓던지요. 접수나 순서 병원 맘대로 할거면 돈도 병원이 내라고요. 접수 순서관리 똑바로 하도록 관리 해주세요. 병원별로 사용자 클레임 접수 하시고 패널티 줘서 많이받은 병원은 똑닥 못쓰게 해주세요.	2024-10-12	1
1	카드결제 앱카드결제할수있게 해줘요 카드번호일일이 다눌러서 언제입력하나요 짜증나서 결제안하게되네요	2024-10-12	1
1	다운불가	2024-10-11	1
4	업데이트에 오류가 자꾸 발생하여 삭제하고 다시 재설치하려고 하는데 재설치가 안됩니다 .플레이스토어등에서 캐시는 모두 삭제하니 다른어플은 다시 다 설치 및 업데이트가 되었는데...똑딱은 업데이트가 안되요..확인해야할 내용이 있을까요?	2024-10-11	0
5	좋아요	2024-10-11	0
1	사회악 서비스ㅋㅋ 취약계층 무시까고 유료예약제 도입해 뒷돈 받아챙기는 이런 업체와 이걸 또 이용하는 병원들 덕분에 건강권을 박탈당하네요 배민보다 질이 나쁩니다	2024-10-10	1
1	무료도 아니고 이 어플땜에 전화로 예약 안받는 병원이 많아져서 나이드신 어르신 어린동생데리고 올수밖에 없는 어린친구... 지적장애인분들은 예약도 못하고 일찍가서 대기해도 몇시간씩 기다려야하는 안스러운 모습이 보이는.... 이딴 어플은 돈벌이용인가.. 펺리함인가.. 전화 예약도 되고 이것도 되야말이되지... 이것만 쓰게 할려고 전화예약을 안받는... 이건진짜 사라져야될 어플임! 이거 만든 사람아.. 이거 관리 하는 사람아.. 생각이 있음 .. 이딴 어플 다르게 개선하는게 맞지..	2024-10-10	1
1	대기인원수 업데이트가 제대로 안되서 순서 넘어가 버렸어요. 돈 받고 하는데 이런식으로 하면 안되죠. 지금은 앱도 안들어가지네요	2024-10-07	1
5	좋아요 굿잡	2024-10-06	0
5	굿	2024-10-05	0
5	굳	2024-10-05	0
1	3명 대기인데 병원가니 40명 왜 오류가 나는지 모르는 상담원 돈 낸거 환불 받고 싶음ㅡㅡ	2024-10-04	1
5	편하고 좋아요	2024-10-02	0
5	굿굿	2024-09-30	0
1	구독비용은 받고 예약은 최소수인원으로 배정해놓고 몇초만에 예약마감되게 해놓으면 구독하는 비용은 왜 받으세요?	2024-09-30	1
1	진짜 문제가 많네요. 병원에 1시간 30분 뒤에 가겠다고 하니 똑닥으로 예약하고 오라고. 그런데 도착 30분전에 맘대로 페널티 먹이고 취소시킴. 병원이랑 어플이랑 커뮤니케이션을 하던지 해야지 이게 뭡니까. 페널티 취소시키세요. 그리고 고객센터 전화하니까 뚝 끊어버림. 사장은 보고있나요? 직원들이 응대안하는거!!!	2024-09-23	1
5	아이가 있어서 이용하고 있는 앱이예요! 병원예약하는것도 간편해서 좋고 다른 육아맘들과 정보공유하고 의사선생님들이 작성해주신 여러정보들도 알 수 있어서 좋아요	2024-09-23	0
1	시스템은 편한데 유료화되서 좀 그렇네요. 이걸 소비자가 전부 부담하는게 맞는지도 모르겠고요.	2024-09-22	1
5	돈더들어도쓸듯	2024-09-20	0
1	사회악입니다. 똑딱 도입한 병원들가면 너무 힘들어요	2024-09-19	1
1	난데 없이 구독 유료화. 구독하지 않으면 실질적으로 예약 등 어플사용 불가. 어이가 없네..무료로 끌어드리고 갑자기 유료화. 그만큼의 가치가 있디고 생각하나....	2024-09-19	1
1	애 아픈걸로 돈버는 악덕어플	2024-09-18	1
5	너무편한어플입니다.병원에 가서 대기하지 않고 집에서 미리 접수 후 내차례 될때 쯤 방문하니 너무 좋아요!	2024-09-17	0
1	항상 이용하고싶은 병원은 이미 다 예약이 차있습니다 아이가 며칠후에 아플지 어떻게 알고 예약을 미리 하나요 아이는 건강하다가 하루만에 아플때가 많은데 바로 내일 당장 예약은 여기선 절대 불가능합니다 병원은 기존 진료받는 분들 다음 진료우선 예약을 받죠 그럼 이미 예약자리가 아주 적어지죠 이용하고 싶어도 이용할 수 없는 어플을 돈주고 왜 구독하나요	2024-09-16	1
5	괜찮아요	2024-09-16	0
5	이시대최고의어플	2024-09-14	0
5	일단 잘 쓰고 있었는데요. 이제 애들도 많이 크고 사용은 안하게 되서 멤버쉽을 해제했습니다. 어제 자동 결제되서 해제하고 환불 하려고 하니 6개월관 결제 내역이 없다고 뜨는데 어떻게 하나요?	2024-09-13	0
5	좋아요	2024-09-13	0
5	[ NSBBIH ] 유용합니다 동네 병원 등 예약이 편리하여 잘 사용중에 있습니다. 덕분에 예약방문으로 대기시간 절약 등 혜택도 많이 보았습니다. 인기병원의 경우 클릭 한번, 일순간 오클릭 등으로 인하여 예약실패 하는경우가 많습니다. 최근 결제방식 변경으로 토스로 결제가 나왔고, 토스를 쓰시는 많은 분들이 계시지만 저는 토스를 쓰지 않고 있거든요. 결제방법 선택창에서 토스페이 결제 팝업창으로 클릭 혹은 닫기버튼 누르고 들어가는 시간동안 예약에 실패하는 경우가 발생합니다. (팝업창이 크게 나와서 누르는경우도 발생) 물론 모든사용자의 편의성을 맞춰주시긴 어려운 부분이 있으실거라 생각하지만 토스를 사용하지 않는 사용자는 그 짧은 시간 닫기버튼 등 추가로 클릭을 몇번해야하는데, 이 짧은시간동안 예약실패가 발생할 수 있어 토스가입 및 연결은 해놓았으나(예약실패후) 토스 미사용자 등 간편결제미사용자에 대한 배려도 해주시면 어떨까합니다. 항상 감사드립니다.	2024-09-12	0
5	처음 써봤는데 예약이 잘 되네용	2024-09-12	0
5	[ NSBBIH ] 너무좋아요 좋은어플이나 접수전 대기 인원을 확인할수없는게 단점이네요 예약완료해야지만 순번을 알수잇어서 언제접수하고 가야할지.. 접수햇는데 순번 3번째라고 떠서 애기 데리고 급하게 뛰어가기도하고 없을꺼같아 도착 5분전에 접수햇는데 접수하나마나 40분이상대기한적잇구요.. 개선이 필요한듯해요잘 쓰고 있습니다.. 딱 한 가지 바라는 점이 있어요. 현재 내 대기 순번 10번째일 때와 5번째 이하일 때 알림이 오게 되어 있는데, 사용자가 있는 거리와 교통수단별로 가는 데 걸리는 시간이 다 다르니 15번째 20번째 등등 자기가 원하는 순번을 선택해서 알람이 오게 해주면 좋겠어요..	2024-09-12	0
5	1회 사용했는데 편리합니다	2024-09-10	0
5	유용하게잘사용하고있습니다	2024-09-08	0
1	동탄역 인근 메디 365의원의 경우 예약을 하고 가도 똑딱으로 접수를 하면 병원 도착시 순번을 뒤로 3~4단계 미루어 버려 방문접수한 사람이나 차이가 없게 만듭니다. 똑딱 예약의 의미를 없어요. 이러면 누가 유료로 앱을 사용하나요. 동탄역 메디 365병원같은 약속을 지키지 않는 가맹. 해약을 시키는게 신뢰도 측면에서 좋을듯 하네요. 앱 개발자 분들 꼭 조치해 주세요.	2024-09-07	1
5	좋습니다.	2024-09-06	0
5	편하고 좋아요~	2024-09-06	0
5	편안하게 쓰고 있어요	2024-09-04	0
5	편함 의무화됐으면	2024-09-02	0
5	아이가아플땐바로갈수있어서최고에용	2024-08-29	0
1	구독해지 상태인데 왜 자동결제가 된건지 물을 곳이 없네요. 고객센터도 이상하고ㅡㅡ 영 맘에 안들어요	2024-08-29	1
1	진짜 이해안됨 이걸 쓰라는 병원도	2024-08-27	1
1	어이가 없네요..대기자 23명일때 접수하고 도착할때까지만도 내순서가 16번째였는데.. 데크에 얘기하니 취소가 되었다네요.. 접수하고 10분내 도착인가요? 그런 시스템이면 사용료내면서까지 이용할필요 없는거 같은데요..	2024-08-26	1
1	예약하는것도 돈내야되서 삭제합니다.	2024-08-26	1
5	에전 처럼 이용 을 하실죠 진료시간 에 바로 들어 갈 수 가 있어는데 지금 뭐합니까??	2024-08-25	0
5	잘사용하고있습니다	2024-08-24	0
5	기다리지 않아 정말편해요 감사합니다	2024-08-24	0
5	편리해요	2024-08-24	0
5	아나ㆍ기각ㅁ😉🤩🤔🙂🤫🤩🙂😜🫣😜😜te6	2024-08-24	0
1	아니 고객센터 전화도 안되고 채팅도 안되고 어쩌라는거죠 환불 요청한지가 언제인데 그냥 기계적인 문의만 가능하고 답답해요 최소한 상담사 연결해서 채팅은 하게 해줘야죠 전화주시든가 답변주세요	2024-08-22	1
5	좋아요 병원접수도 빠르고!	2024-08-21	0
5	👍 편리해요	2024-08-21	0
5	병원에 직접가면 최소1시간에서 2시간인데 어플쓰니 10분 너무좋네요	2024-08-20	0
5	예약하면 대기 별로없이 진료할수 있어 좋아요	2024-08-20	0
5	미리예약할수있어 편하네요	2024-08-20	0
5	조아용	2024-08-19	0
1	접수했다 순번이 금방이라 취소하고 다시 접수했는데 왜 병원도착하니 삭제 되나요??? 너무 어이없네요.. 왜 이딴식인가요.. 돈주고 쓰는데 이딴식이믄 어떻게 쓰라는건가요?~ 현재 대기도 알 수 없고 어쩌라는거에요	2024-08-17	1
4	편리하네요	2024-08-16	0
5	좋은데 안되는병원이 아쉽네요	2024-08-16	0
5	모든 병원이 쫌 도입했음함...	2024-08-16	0
1	접수취소는 누가 하는건가요? 직장이 멀어 접수해놓고 갔더니 취소가 되서 접수 마감되서 진료도 못보고 애가 아픈데 병원에서는 본인들이 아니라 어플자체에서 그런거라 본인들도 어쩔수 없다는 말뿐이고 대체 왜 돈내고 이걸 쓰는지 이해가 안가네요 돈은 왜 받고 어떤걸 개선하고 있는겁니까? 돈아깝네요	2024-08-14	1
5	엄청 편하네요	2024-08-14	0
1	치료받을 권리조차 대가를 지불하게 만드는 이런 어플은 사라져야합니다.	2024-08-14	1
1	구독료까지 지불하면서 쓰기에는 아주 많이 별로입니다.	2024-08-14	1
5	잘쓰고있어요	2024-08-13	0
5	좋아용 편리하고	2024-08-12	0
5	예약이 간혹 안되는곳도 있지만 잘쓰고 있습니당	2024-08-12	0
1	가족끼리 연결되어있는 상태에서 제가 부모님을 예약해드렸는데 정작 부모님 똑닥에서는 예약되었는지 그 어떤 것도 알 수없게 아무것도안뜨네요. 가족이 예약해줬으면 예약해줬다고 알림이라도 뜨던가 뭐 어쩌라는걸까요 제발 가족이 예약했을때 예약당한 그 당사자도 알수있게 UI좀 만들어주세요	2024-08-12	1
1	돈쳐받으면서 예약하긴어렵게하니	2024-08-11	1
5	좋아요 편리해요	2024-08-11	0
5	편리해요	2024-08-10	0
5	새로운 문물^^	2024-08-10	0
1	겨우 예약때문에 돈을 벌어먹겠다고 유료화시킨 똑닥 레전드~ 국가 공공재 병원 사용해서 돈벌어먹는 사기업 역겹습니다 국회의원들이 어짜피 신경 안쓸거라 생각한거겠죠~ 천원이라 저렴하다 하겠지만 예약할거면 필수로 모든 사람이 써야하니, 100만 다운로드면 100억으로 앉아버는거죠 돈 다 토해내고 규제까지 됐으면 좋겠어요🍀❤️	2024-08-09	1
5	똑닥을 이용하는 병원들이 점점더 많아졌으면 좋겠습니다 ^^	2024-08-09	0
1	병원에 자주 가지 않아서 똑딱을 설치하지 않고 있었는데, 최근에 가보니 똑딱없이 가면 너무 오래기다려야 하더군요. 기존엔 오래기다려도 30분이면 되던곳이 지금은 똑딱으로 예약하지 않고가면 1시간 반 이상 기다려야합니다. 그래서 앱 깔고 예약하려고보니 돈을 내랍니다. 다른 앱들처럼 차라리 광고를 보게끔 할 순 없나요? 광고보고 싶지않은 사람은 돈내게 하는 서비스로 많이하던데요. 그리고 과연 똑딱때문에 편리해진거 맞습니까? 병원에 자주가는 사람에겐 좋겠지만 앱에 익숙치않은 어르신들이나 갑자기 아파서 병원에 간 사람들은 아픈 몸으로 병원에서 예전보다 오래 기다려야하네요.	2024-08-09	1
1	굳이 무료 의료서비스를 유료로 바꾸고 한명 구독하면 다른 가족 다 쓸수있다고 적어놓고 19세 미만 자녀만 된다고 적은것도 어떻게든 의료서비스를 사용해서 자기 돈 벌 생각만 하는것처럼 보여서 부정적으로만 보입니다	2024-08-09	1
4	업데이트하고 체온등록이 보이질 않아요.. 어디로 사라진거죠??? 아이가 열나서 등록하고 전에꺼도 보려고하는데 도통 안보이네요	2024-08-08	0
1	왜 유료화가 됐나요 ㅠㅠ	2024-08-07	1
5	아주진료 똑똑합니다 오늘	2024-08-07	0
1	연간 수십조원이 투입되는 사실상 공공재인 의료서비스에 사기업이 유료로 빨때꽂는게 맞나요? 결국 저 앱을 환자 모두가 이용한다면 언젠가는 의사를 만난다는 이유만으로 언제나 플랫폼, 단순 중개업체에 돈 지불해야할거같은데. 그리고 '똑닥 미이용 병원이에요 똑닥 요청하기 + xxx명이 똑닥 사용을 요청했어요' 처럼 환자 앞세워 사실상 병원들 압박하는것도 참.. 아무리 시장경제 논리를 적용한다 해도 의료서비스는 사실상 공공서비스 공공재인데 정부 차원에서 꼭 규제 했으면 좋겠습니다 하	2024-08-07	1
5	너무신기해요	2024-08-06	0
5	편해요	2024-07-31	0
1	월정액 구독하고 사용하는데 한 소아과 병원이 똑닥접수자체를 닫아놔서 안받는데 이런경우는 어찌해야하나요 이용시간에 아예접수자체를 막아뒀네요	2024-07-30	1
5	아기때문에 쓰게되었어요. 예약관리, 기록관리하기좋아요. 좋은앱 만들어주셔서 감사합니다.	2024-07-30	0
5	편하고좋음	2024-07-30	0
5	아기 어린데 미리 예약해서 많이 안 기다리고 예방접종 잘 했어요	2024-07-30	0
5	가서 기다리지 않아도 되고 대기인원을 알 수 있어서 마음 졸이지 않아도 되고 남는 시간 활용도가 좋아요.	2024-07-27	0
1	돈 밝히는것도 정도껏이여야지...	2024-07-25	1
5	직접가지 않아도 어디서든 예약이 되니 좋네요	2024-07-25	0
1	앞에 3명 있는데 이 어플 덕분에 1시간 기다렸네요 내가 왜 기다리는지도 잘 모르고 늦게 오는 환자들이 자꾸 먼저 들어가길래 물어봤더니 똑닥으로 예약하고 온 환자들이 먼저라고 하네요 기분 더럽지만 앞으론 저도 돈내고 예약 해야겠습니다 혼자 살고 1년에 몇번 병원을 갈 지 모르지만 돈 내겠습니다 아파서 쓰러지겠는데 1시간 기다리면서 자본주의 시대를 제대로 체감했네요	2024-07-24	1
4	모르고 한달결제 자동되었는데 해지신청을했으나 이번달 사용은 안할 예정이어서요. 한달결제 자동 신청된거 취소해주세요	2024-07-24	0
5	편하게 예약 됩니다.	2024-07-24	0
5	굿	2024-07-23	0
4	천식이 3남매라 늘상 감기로 주1~2회 병원을 방문하는데 정말 많은 의지를 하는 앱입니다. 세아이가 병원을 너무 자주 가다보니 방문기록, 처방전(중요), 복약관리.. 건강피드 기록이 정말 중요한데 7월중 종료 된다니, 정말 너무 아쉽습니다ㅜ 세넘이 헷갈려서 기존 수기로 하던 기록들 중단하고 똑딱에만 의존 해왔는데 왜 좋은 기능들은 종료하고.. 게다가 태어나서 성장까지 쭉 기록이 쌓여야는데, 성장 및 처방전 등은 12세로 종료되어 천식이 심한 첫째(14) 는 이후 기록이 중단된 상태입니다. 잘 자라지도 못해서.. 성장 치료까지 받고 있습니다ㅜ 성인이 되기전까지 모든 성장기간 병원 방문부터 처방전+복약(분리X) 12세 이후 성장 기록까지 확대해 주시길 간곡히 부탁 드립니다. 메뉴 구성도 대/하위분류 정리 필요. 나의똑딱/마이페이지/건강피드 다 같은 내용임ㅜㅜ 방문기록/처방전은 건강피드(?) 복약관리는 나의똑딱(?) 성장은 마이페이지(?) 분류가 엉망..	2024-07-23	0
5	좋아요	2024-07-22	0
2	똑딱안하면 하염없이 기다려야해서 어플쓰고 있는데요 아이혼자 예약할땐 불편한거를 잘몰랐었는데 아이랑 저랑(엄마) 같이 예약할려면 안되더라구요 소아진료 일반진료 따로 따로 예약할려면 아이예약하고 저 예약할려면 안되더라구요 아이먼저 예약하면 그사이에 몇명은 그사이에 들어와있고,,,,, 알고계신가요 유료멤버십으로 바뀌었으면 더 편리하게 해줘야하는데 변한건 하나없고 돈만 받네요,,,,,한달 병원 한번 안가고 돈은 나가는데 뭔가 개선을 해줘야죠 개선이 안되면 몇달쓰다 해지할려구요 이럴려고 멤버쉽 했는지 참......	2024-07-19	1
5	시간 절약되고 아주 좋아요~~ 실시간 상황 볼수 없는데 말고는 다 좋습니다!!	2024-07-19	0
2	그닥	2024-07-18	1
1	병원가서 영업해 병원참여 높이고 병원에서 환자들 상대로 상용화시키게 하고나서 유료화라니요 최악이네요	2024-07-18	1
5	좋아요	2024-07-15	0
1	아 불편하다. 아니 왜 접수하는데 돈 내야데 에라잇. 우리동네 병원 2군데 이걸로 하라는데 아 불편해 진심 불편해. 뭔가 기분나빠. 그 병원 안감.	2024-07-15	1
1	생명과 관련된 긴급한 환자들 가지고 예약 유료화 이딴걸로 장난치지 마쇼. 자본주의 시장경제 논리에도 정도가 있는 법인데 진짜 경계선 오질라게 넘으셨네ㅋㅋㅋㅋ 전세계 초저출산 국가에서 소아과 유료예약으로 발광하는 시스템 빌드업 해놓은거 그냥 넘어갈거라 생각하셨나요. 아사리판 나있는 이 나라 국회 청문회에서조차 곧 뵐듯^^ 진짜 최소한 인간으로써의 정도라는게 있지, 웃음밖에 안나오네 ㅋㅋㅋㅋㅋ	2024-07-14	1
5	좋아요 대기자볼수있어서	2024-07-13	0
1	5명이하일때 대기없이 바로취소되는거 없애주세요 동네병원 환자안몰릴때5명이하고 30분안에왔는데 패널티경고받고 그뒤로다시줄서서10번째 시간만낭했네요 똑딱쓰고 돈쓰고 시간버리고 뭡니까 바쁘니까똑딱결제해서쓰는건데 현장접수로다시할거면 뭐하러쓰나요 5명이상이었으면 30분이상주고미뤄주고 순간대기빠질때접수한사람은 피해보내요 기준재설정해주세요	2024-07-12	1
5	혹시 가족관리 들어가면 뜨는 프로필사진은 어떻게 바꿀 수 있나요?	2024-07-05	0
5	좋아요	2024-07-03	0
1	애 아픈것도 힘든데 유료앱으로 접수해야 하는 현실이 답답합니다. 게다가 병원에서 1분컷 마감으로 예약기능 쓰지도 못해서, 필요없어 그날 돈낸지 10분만에 못써서 해지하려니 환불을 안해준답니다. 소비자 과실이 아니고 사용내역도 없는데 왜 해지에 따른 일할 계산도 안되는건가요? 소액이라서 그냥 넘기는 사람 많을것 같아 리뷰 안적는데 적습니다. 병원 편의에 의한 앱이면 과금을 병원에 하셔야지요. 그리고 일할로라도 환불해 주셔야지요. 의료는 공공서비스입니다. 공공의 영역을 사기업이 이렇게 장사한다는 사실이 화가납니다.	2024-07-02	1
2	맴버쉽 결제를 해야 예약이 가능하다는게 놀랍네요 그전엔 이런거 없었는데 영유아검진도 돈내고 예약하는거 아님 안된다는게 병원가서도 먼저 도착한사람은 뒷전이고 돈을내고 예약을 해야지 일찍 들여보내준다는게 참^^이 세상 좋네요 돈없음 안되는 세상 안그래도 소아과도 별로 없어져 일반대시시간만 30분이 넘는게 기본인데ㅎㅎ(그깟거 얼마 안된다고 생각하고 뭐라할수도 있는데 아이 병원예약으로 장사하는건 난 이해안감 그래서 어플 이제 안쓸거유ㅋ)	2024-07-01	1
1	양심도 없나. 무료사용기간에 환자들 이용해 병원에 똑닥 할 수 있게 요청하라고 영업하고, 그런식으로 가입 병원 확보하고 나서는 유료전환하고, 어떻게 이러니. 처음부터 유료전환예정이니 무료홍보 좀 해달라고 하든가	2024-07-01	1
5	더없이 좋습니다 패널티만 무서울 뿐..	2024-06-30	0
5	😀 👍 좋아요 잘이용중입니다~ ^^	2024-06-29	0
5	편해요~~	2024-06-29	0
5	찐자편리하고 잘쓰고있어요	2024-06-28	0
4	잘사용하고있는데.. 오후글자를못보고 09시라예약했더니 오후 9시네요 헛걸음했어요.. 21시 이렇게 못바꾸나요 정신없는중에 예약하면 숫자만보고 예약하는데 와보니 몇몇분 예약시간 잘못오신분들있었다네요	2024-06-28	0
5	유용하고 좋아요	2024-06-27	0
5	건강피드 기능 안없애시면 안될까요 너무너무 유용하게 잘 쓰고 있었는데요ㅠㅠ	2024-06-27	0
5	좋아요	2024-06-26	0
