score	content	date	label
5	👍	2021-03-07	0
5	좋아요ㅎ	2019-04-08	0
5	너무 편리해서 매번 잘 이용하고 있어요!	2020-02-06	0
5	병원 갈일이 많은데 비교해보고 가기 딱좋은거 같아요ㅎ	2015-02-06	0
5	짱짱짱입니다ㅎ	2019-08-13	0
5	항상 병원갈때 대기하다 하루보내는기분인데 똑딱덕분에 예약하고 대기오래안해서좋네요~ㅎ	2018-12-06	0
5	좋아요^^	2022-12-08	0
5	편리해요 잘 쓰겠습니다	2020-06-10	0
5	정말유용한앱같아요! 대학생들필수품이라해야되나 ㅎ	2015-02-08	0
5	편리하고 좋아요	2020-01-18	0
5	편리함	2023-06-08	0
5	찐자편리하고 잘쓰고있어요	2024-06-28	0
5	좋아요	2023-01-02	0
5	너무 편해요	2022-01-22	0
5	병원예약은 항상 똑딱으로 해요!!잘 이용하고 있어요♡	2020-01-03	0
5	편리함	2023-01-06	0
5	세이업은 병원 학원등을 알아볼수잇는데 금방금방찾을수잇고 정보도 충분하고 정말편리한거같아요 꼭까세요안까시면후회할거가타여!	2015-02-07	0
5	편하고 좋아요	2022-11-01	0
5	좋아요 순서도알려주고	2020-03-10	0
5	출발하면서 접수되니 시간절야되고 편했어요!	2019-04-22	0
5	아기랑 병원가기가 한결 수월해졌네요. 최고에요!	2018-12-18	0
5	👍👍	2020-08-03	0
5	미리 접수가 가능하니 너무 편하네요 대기시간이 줄다보니 아이가 병균에 노출되는 시간이 줄어 불안한맘이 줄었네요	2020-04-27	0
5	좋아오	2020-01-29	0
5	아기 소아과진료는 기다림이.필수엿는데 하원 전에 어플로 접수 하고 하원후 병원으로 가서 진료 보고 너무 편하네요 감사합니다	2019-11-14	0
5	편해요~	2018-12-05	0
5	예약하기 편리하고 좋아요. 더 많은 병원과 제휴하면 좋겠어요.	2023-06-21	0
5	좋아요^o^	2020-02-06	0
5	좋아요순번확인	2019-12-24	0
5	편해용~♡	2019-07-26	0
5	도움이 많이 되요.	2023-03-06	0
5	유용하고 편해요 개발자님 최고	2024-06-15	0
5	유용하게 사용	2016-11-01	0
5	좋아요	2023-05-02	0
5	만족스러워요	2021-01-27	0
5	편리해요	2022-07-02	0
5	편리하게 진료순서를 안내해 주시어 감사드립니다	2020-02-12	0
5	편리함 기다리지않음	2021-10-30	0
5	대기인원수가 나와서 좋아요	2019-10-26	0
5	좋아요	2019-08-12	0
5	이렇게 편하다니...ㅠㅠ 바쁜 와중에 시간 절약 최고!!	2019-01-11	0
5	편하고 좋아요	2020-07-18	0
5	완전 좋네요	2022-11-24	0
5	병원가서 한없이 대기하는것보다 대기인원보고 맞춰 갈수 있어서 좋아요. 진료시간이나 휴일에 진료여 여부도 한번에 볼수 있어 편합니다.	2022-09-12	0
5	좋네용	2018-11-12	0
5	집근처 말고도 검색 가능한게 최고 장점  아주 유용한 어플입니다	2016-05-26	0
5	너무 좋아요.편해요.추천해요.	2019-10-03	0
5	잘쓰고있어요	2023-10-18	0
5	베뤼굿	2019-07-27	0
5	너무 편해요	2019-03-02	0
5	👍	2023-07-28	0
5	편해요	2023-04-12	0
5	편리해요 앞으로 더 많은 병원으로 확대됐으면하네요	2019-01-31	0
5	간편하고 문진표작성시 번거롭지 않아 편했어요 예약잡는것도 일일히 전화 안해봐도 되고 다른병원들도 많이 등록 되어 있음좋겠네요	2019-08-08	0
5	최고예요	2020-02-19	0
5	미리 예약하고 가니 접수할 때 편해요	2020-03-04	0
5	편합니당	2022-11-25	0
5	좋아용	2023-04-11	0
5	잘 만들었어요 아주 유용합니다	2023-01-14	0
5	아이 낳고나서 너무 잘 쓰고 있는 어플이에요. 영유아검진 예약, 검진표 작성도 유용하고 아이가 둘이라 병원데려가서 대기하기 너무 힘들거든요ㅜ 추가되었으면 하는 기능이 있어요. 아이가 둘, 셋 그 이상인 경우나 부모도 같이 진료보는 경우 한번 접수하고 다시 돌아가서 다음아이를 접수해야하는데 인기가 많은 병원은 한명 접수하고 마감되는 경우가 부지기수에요. 병원마다 유도리있게 접수된 아이 뒤로 형제나 가족을 붙여서 진료볼 수 있게도 해주지만 어플 내에 기능에 한 번 접수할 때 여러명 체크해서 한번에 접수할 수 있는 기능이 생겼으면 좋겠습니다.	2023-03-07	0
5	편합니다	2019-10-27	0
5	너무좋아용 진료부터 영유아검진.예방접종까지 알림서비스 만족합니다	2019-11-28	0
5	귣굳	2015-02-06	0
5	굳	2023-07-15	0
5	잘사용중입니다	2022-12-03	0
5	정말 좋은앱이네요	2015-02-06	0
5	좋은 앱이네요~^^너무 잘 사용하고 있습니다^^	2023-02-07	0
5	편함	2021-03-07	0
5	걍좋음	2015-02-04	0
5	굿	2024-06-09	0
5	잘 쓰고있습니다	2023-04-17	0
5	좋아유	2023-03-07	0
5	대기시간 없고 👍	2024-01-03	0
5	최고	2016-09-27	0
5	편합니다.	2023-05-15	0
5	덕분에 조용히 정신과 다녀옴	2020-04-05	0
5	너무 편하고 좋네요!!!	2022-06-23	0
5	좋음	2020-06-29	0
5	아주 좋아요!	2023-03-04	0
5	편합니다	2019-09-01	0
5	굳	2022-10-05	0
5	굿뜨	2020-02-03	0
5	급할때 너무 조아요~~~~~~♡	2023-07-23	0
5	너무 좋아유	2021-05-16	0
5	정말 좋은 앱인것같아요! 혜택도 받고 할인도 받고 정말 괜찮은 앱인것 같습니다! 제가 리뷰를 달아본건 정말 오랜만인것 같습니다	2015-02-09	0
5	굿	2021-10-20	0
5	대기할 필요없이 예약하고 시간맞춰 가니 좋아요~~	2019-05-04	0
5	굿	2019-11-25	0
5	좋아요	2019-12-21	0
5	너무 좋아용	2022-04-22	0
5	좋아요	2020-07-17	0
5	편해요	2019-09-27	0
5	ㄱㄱㅣ ㅣ나ㅗ ㅁ ㄴㅣㄴ	2023-03-07	0
5	일단 자주가는곳들은 예약이 되어 좋아요. 그런데, 연세있으신 분들도 쓰기 편하게 좀 바뀌면 더 좋을것같아요^^	2023-06-09	0
5	세상편해요 동내에서 병원까지 거리가 있는데 중간에 앱으로 접수하면 기다리는 시간도 줄어 좋습니다	2019-09-23	0
5	미리 예약하고 갈 수 있어 편리하고 좋네요!	2022-03-06	0
5	아기가 있는데 완전 편하고 좋아요 개발하신 분 상 주세요	2019-08-05	0
5	좋음	2020-01-13	0
5	대기현황있어서 너무 편해요	2019-01-31	0
5	너무 편하네요 ~ 잘 쓰고 있답니다	2019-01-02	0
5	좋아요	2023-06-20	0
5	매달 한시간 넘게 기다리다 진료했는데 똑딱으로 예약하고 가니 금방 진료봐서 좋아요	2022-11-10	0
5	잘 사용하고 있어요	2022-10-31	0
5	유명해져라~~	2015-02-06	0
5	유용학요	2022-02-26	0
5	건강,피부를 위한 팁도 나와있고 병원도 나와있고 세이업을 통해 혜택도 받을 수 있어요!짱이다	2015-02-08	0
5	걍 죻음 세상좋음 모든뱡원이 똑딱했으면	2019-10-23	0
5	감사하게 잘쓰고있습니다.	2024-02-27	0
5	너무좋아요	2022-10-27	0
5	좋아요	2023-04-05	0
5	편해요오	2020-01-13	0
5	편리해요	2020-05-30	0
5	조아요	2016-09-03	0
5	애들 아프고 급할때 참 좋아요	2019-02-03	0
5	대학생들의 관심사를 담아논 앱이에요! 병원.학원등 각종 혜택을 받을수 있다니 정말 좋은것 같아요! 앱도 페이스북과 인스타그램에서보다 편리하게 자신이 원하는 글을 스크랩하고 볼수있어서 정말 좋은것 같아요! 그런데! 저희가 원하는 혜택을 건의하거나 받을수있는지 물어볼수있는 Q&A 게시판같은걸 만들어주시면 더욱더 좋을것 같아요! 세이업 어플너무좋구 많이다운받으세요! 강.력.추.천!	2015-02-08	0
5	편하고 좋네요	2019-05-25	0
5	간편조아요	2019-12-25	0
5	예약 편리하네요	2019-05-07	0
5	굿	2019-03-31	0
5	굿굿	2021-10-09	0
5	예약날짜뒤에 요일도 써있으면 좋을듯하네요	2019-07-16	0
5	미리예약하니 편했어요	2019-12-22	0
5	참펼리한 써비스네요 위급하고 급할때 병원 찾을려면 당황해서 우황 좌황 하는대 참펼리 함니다	2016-07-18	0
5	지원하는 병원이 많아지면 좋겠어요	2020-04-10	0
5	편해요~	2019-04-16	0
5	진작 써볼걸 그랬어요. 이런 편리한게 있을줄이야 ㅋ 역시 사람은 배워야됨..	2016-08-25	0
5	병원서 오래 안기다리게되서 세상 편해요	2018-12-17	0
5	언제나 궁금한게 있음 언제나 뚝딱!       도깨비 방망이 같아염!!	2016-12-22	0
5	앱 구성도 좋고 상당히 실용적인 거 같습니다.	2015-02-03	0
5	덕분에 큰 도움 받고 있습니다!! 앞으로도 잘 부탁드립니다!	2017-01-14	0
5	너무 좋아요!!!	2023-06-26	0
5	간편하네요	2019-03-16	0
5	안녕 하세요  촤고의 서어비스	2017-01-09	0
5	편하고 좋아요 시간 정하는 기능이 있으면 좋겠습니다	2022-11-25	0
5	굿	2020-06-15	0
5	좋네요 근데 병원에서 끌수있다는게 ㅠㅠ	2019-04-02	0
5	병원이랑 거리가 먼 곳을 방문해야 할 때 미리 대기시간을 확인 할 수 있다. 그리하여 내가 병원에 도착하여 기다리는 시간을 단축할 수 있고, 앞에 몇명이 남았는지도 확인이 가능하여 매우 편리하였다.	2022-07-19	0
5	편리합니다.	2024-01-13	0
5	감사합니다 잘쓰겠습니다	2023-11-12	0
5	완전 편리해요 기다리지 않아도 되어서 좋았어요	2019-12-01	0
5	이거 좋네여  ㅎㅎ	2017-02-12	0
5	다른 기능은 잘 모르겠고 ㅎ 아이들 하교때 맞춰 예약하면 대기시간 없이 진료하고 학원시간도 늦지않게 보낼수있어서 좋더라구요	2019-11-26	0
5	어플사용법이간단하고 또한 편리해서 좋아요	2015-02-08	0
5	좋아요	2022-07-06	0
5	병원 진료 순서도 알수 있고 검사도 알 러쥐서 편리 해요	2020-06-28	0
5	저도 세이업을 알게 된 지는 얼마되지 않았는데요, 알면알수록 도움이 되고 생각보다 다양한 정보들이 올라오니까 보는 재미도 쏠쏠하네요^^ 저는 개인적으로 어학에 관련된 글들이 도움이 많이 되고 있어요~ㅎ앞으로도 유익한 정보들 기대하고 있겠습니다! 세이업 화이팅!!!!!!!!	2015-02-03	0
5	피드/의료/교육으로 나뉘어 생활 전반에 필요한 유용한 정보들을 한눈에 확인할 수 있어 굉장히 마음에 듭니다! 정보뿐 아니라 세이업만의 혜택을 누릴 수 있다는 것이 앱의 큰 장점이라 생각됩니다!! 가고자하는 곳에 특징, 상세한 특징들과 특이사항, 이용방법 등을 확인할 수 있고 직접 검색할 수 있어 편리합니다!!^0^ 개인적으로 깔끔한 디자인도 굿굿!!	2015-02-07	0
5	예약하고가니 기다릴필요없이 바로진료보고 좋아요~~	2020-01-23	0
5	똑닥 잘사용하고 있어요~ 전에 공유 이벤트 했던건 어떻게 처리되고 있는지 궁금합니다^^	2021-11-03	0
5	편하고 좋아용	2022-02-22	0
5	좋아요	2020-04-01	0
5	사전접수도가능하고마스크재고도확인할수있어편해요	2020-03-11	0
5	영유아검진 이용시 편리하네요. 앱에서 바로 저장하면 되고 검진예약도 어플에서 함께 할 수 있어 좋았습니다.	2020-08-05	0
5	무한대기없이 대기번호보고 갈수있어 편해요	2023-01-17	0
5	굳뜨	2022-03-04	0
5	교육 혜택,의료 혜택,필요한 정보나 할인도 받을 수 있고, 일상생활에 쓰임이 많을 것 같네요. 되게 좋습니다. 진짜 추천하는 어플입니다. 다들 사용해보세요!!	2015-02-04	0
5	좋네요	2023-07-28	0
5	엄청편리하네요	2019-09-23	0
5	덕분에 편하게 진료받았습니다	2023-07-29	0
5	편하고 좋아여,ㅋ	2020-05-26	0
5	빠른진료보는데 너무 좋아요	2018-11-05	0
5	진료를보고나서꼭진료를안했다고취소되었다고뜹니다어떻게해야되는건가요	2018-10-12	0
5	굿 베리굿	2021-10-14	0
5	소아과는 항상 붐비는데 정말 유용해요ㅠㅠ	2019-05-22	0
5	병원 위치를 한눈에 볼 수 있어서 좋아요. 병원 후기도 같이 나와서 편리합니다. 건강정보에도 유용한 정보들이 많아서 좋은 것 같아요. 여러모로 도움이 많이 되는 어플입니다.	2017-06-08	0
5	도움이 많이 되요	2023-07-08	0
5	너무편해요	2022-12-05	0
5	굿	2015-02-02	0
5	최고ㅎ	2019-04-15	0
5	쥑이네요~~	2016-02-16	0
5	편리해요	2020-03-20	0
5	편하고 좋아요	2024-05-20	0
5	좋아요	2022-07-23	0
5	편리한 어플	2024-04-05	0
5	편리합니다~	2021-11-26	0
5	원조경	2020-03-24	0
5	아직까진 좋아요 대기자수만 정확했으면 좋겠어요	2020-01-26	0
5	집에서 편히 있다가 순서되면 갈수 있어서 좋아요	2019-08-20	0
5	많은병원에서 활용했으면 좋겠습니다~편해요~	2019-06-02	0
5	아기키우는 엄마로써 너무 편한 어플이에요	2019-12-03	0
5	편해요 무지	2019-09-10	0
5	미리 예약하면 많이 기다리지 않아도 되어 너무 좋아요. 다만 시간 예약시 10분단위도 있었으면 좋겠어요.	2020-03-05	0
5	병원예약시 너무 편해요	2018-11-19	0
5	학교갈때진짜좋네요 대박나세요 세이업 화이팅!!	2015-02-04	0
5	병원예약하기 넘 편해요^^	2019-01-22	0
5	좋아요굿굿굿굿	2020-01-04	0
5	포인트적립잘할께요	2016-04-28	0
5	좋아요	2022-01-06	0
5	병원에 가면 거의 다 감기 환자라 예방접종 맞으러 갈때 접수 해놓고 밑에 주차장에서 대기하면서 기다렸는데 순번 알려줘서 편하더라구요. 계속 이용하려구요^^	2019-05-23	0
5	똑딱!!	2019-05-18	0
5	알찬 자료도 많고 깔끔하네요	2015-02-02	0
5	모바일로 학원 병원 등등 상세히!! 자세히!! 알아 볼수 잇으니 좋고 편리하니  정말 최고최고	2015-02-08	0
5	좋아요	2019-10-20	0
5	이 어플을 처음 다운받아 들어가봤는데요, 다양한 학원이나 병원의 정보도 자세히 나와있고 시술, 수강후기도 볼수있어서 선택해서 찾아가기 정말좋은것같고 할인혜택도있어서 보다 저렴하게 이용할 수 있는것 같아 정말좋아요 또 여러가지 정보들도많아서 많은 도움이되는거같아요!	2015-02-04	0
5	편하고 좋아요~	2020-02-01	0
5	굿	2020-06-09	0
5	편해요	2019-08-04	0
5	편하고 좋아요	2019-11-30	0
5	편하고좋아요	2020-08-27	0
5	똑닥으로 대기시간을 미리 예측할 수 있어서 편하게 이용하고 있습니다	2020-03-12	0
5	좋아요 진짜 너무 좋아요! 예약가능한 병원들이 더 늘어났으면 좋겠어요 ㅠㅠ	2019-06-07	0
5	좋음	2022-12-17	0
5	예약도 편하고 좋아요	2022-11-19	0
5	접수가 편해서 좋아요	2020-02-05	0
5	대기중일때 폰에서 알람이 오니 너무 편했어요	2020-02-12	0
5	좋아요	2021-12-31	0
5	편리하네요~	2019-09-10	0
5	굿	2021-11-02	0
5	편하고 좋네요. 대신 영유아검진 문진표가 안들어가져요 ㅠㅠ	2019-11-27	0
5	좋아요	2019-04-08	0
5	대시시간 절약할수있어서 너무 좋아요	2023-06-01	0
5	굿	2019-04-09	0
5	병원이나 학원갈때 유용하게 쓰이는 어플 너무 좋은거 같아요 잘사용하고 있어요	2015-02-10	0
5	너무좋아요	2022-11-05	0
5	편리해요	2019-10-01	0
5	빠르고 좋네요	2019-04-04	0
5	병원 대기 길게안해도 되서 좋아요	2020-04-11	0
5	정말 만족하면서 쓰는 어플입니다. 편리하고 빠르고 아주만족합니다	2019-05-25	0
5	좋아요	2019-06-04	0
5	대학생들을 위한 복지를 이끄는 복지맵이 이제는 어플로 나와 더 편하게 쓸 수 있게 되어서 너무너무 좋아요! 다만 페이스북 로그인 할 때 오류나는 거 수정과 더 많은 지역으로 확대되었으면 하는 것이 바람입니다 !	2015-02-03	0
5	굿굿굿	2015-02-05	0
5	예약하고 방문하니 진료도 빠르고 좋아요.	2022-12-15	0
5	똑닥 좋아요	2022-11-03	0
5	좋아요	2019-12-06	0
5	편리해요. 빨라요	2022-02-10	0
5	너무좋아요. 더 많은 병원들로 늘어나면 좋겠어요	2019-12-19	0
5	병원찾기 좋아요!!	2020-06-01	0
5	조아요	2021-12-18	0
5	미리가서 대기시간이 오래걸려'기다리다가''넘 편리하고 시간단축돼서 좋아요	2021-10-20	0
5	편리해용	2020-01-09	0
5	소아과 접수하고 대기하고 오래걸려서 아이랑 너무 힘들었는데 똑딱어플로 접수하고 대기현황보고 병원가니 별로 대기도 안 해도 되고 너무 편하고 좋았어요. 똑딱어플 이용자가 많으니 병원에 대기하는 사람도 별로 없어 쾌적했어요!! 더 많은 병원에서 이 어플 됐음 좋겠어요	2019-05-21	0
5	오 좋다고하니 기대가되네여굳	2015-02-08	0
5	의료비 교육비 절감을 위한 필수 앱이네요.  평판 좋고 유명한 140개 이상의 학원과 300개 이상의 병원을 단독제휴로 최대 50%까지 할인 혜택이 있고 의사 강사 프로필은 물론 후기도 확인 할 수 있어요. 이제는 학원이나 병원갈때 세이업 확인해야 겠네요	2015-02-06	0
5	미리접수하니 대기하는시간줄어 편리해요	2022-08-19	0
5	좋아요👍	2020-01-26	0
5	앱으로 병원예약이되니 편해요^^	2020-03-10	0
5	아이데리고있는사람에게너무좋은어플	2020-01-18	0
5	좋아요	2019-04-16	0
5	더 많은 병원에서 예약 기능이 생겼으면 좋겠어요	2019-02-27	0
5	감사합니다.	2021-12-19	0
5	대기자도 볼 수 있고 결제수단 기입해두면 자동으로 결제도 됩니다 보험서류도 쉽게받고 청구할 수 있고 좋네요	2023-08-30	0
5	너무너무 감사합니다	2021-10-17	0
5	병원가기전 예약해놓으니 대기시간도 줄고 편리하네요^^	2020-05-28	0
5	북적북적이는 병원에서 오래 기다리지 않아서 좋고 집에서 시간에 맞춰나가니 시간을 효율적으로 쓸수있는것 같아요~	2019-04-09	0
5	접수하기 편리해서 좋아요 ㅋ	2023-02-04	0
5	굿	2021-12-30	0
5	미리 접수할 수 있어서 병원에서 오래 기다리지 않아도 돼 좋아요..	2018-12-01	0
5	굿!!^^	2022-11-03	0
5	똑닥 너무 잘쓰고 있어요~ 이런 앱 개발해주신 개발자님 너무 감사합니다!!	2023-03-31	0
5	굿	2023-01-13	0
5	예약이 편합니다	2023-04-02	0
5	좋아요	2022-08-24	0
5	너무 필요한 어플이네요	2020-04-10	0
5	잘사용하고 있습니다ㅡ	2021-10-06	0
5	굿	2021-10-06	0
5	편리하네요	2020-07-17	0
5	대기순서를 보고 병원에 가니 많이 안기다려서 좋아요	2019-01-28	0
5	편리해요	2021-12-04	0
5	너무 편하고 좋아요. 병원가면 1시간씩 기다리는 건 기본이고 애들 데리고 다녀오면 너무 힘들었는데 예약해놓고 시간 맞춰가니 오래 기다리지 않아서 좋네요~ 더 많은 병원에서 똑닥을 이용했음 하네요.	2019-01-19	0
5	편한듯	2021-10-06	0
5	편리함	2021-10-18	0
5	괜찮아요	2019-03-09	0
5	굿	2016-09-03	0
5	병원에 갈때 딱 좋은 어플인거 같네요!제가 또 몸이 좋지 않아서 병원 갈때가 많은데 어플을 통해서 혜택을 많이 받고 다닌거 같네요.할인도 많이 해주시고.주변 병원에 대한 신뢰도도 파악할수 있고.몸이 좋지 않은 저에게 필요한 앱이거 같아요.유용하게 잘 쓰고있어요.감사합니다!	2015-02-05	0
5	좋아요.. 두시간씩 대기하고 그랬는데 똑닥 덕분에 병원가기가 정말 편리해졌어요.	2020-03-07	0
5	할인정보를 다양하게 얻고 저렴하게 병원,학원을 이용할 수 있네요 감사합니다~^^	2015-02-06	0
5	좋아요!	2019-03-30	0
5	좋아용!!!!!	2019-12-03	0
5	너무편리해요	2019-09-23	0
5	순서가 편리해요~~	2023-07-04	0
5	정말 편하고 좋아요!	2019-07-29	0
5	👍	2021-12-28	0
5	아직사용은 별로 안했지만 좋아요	2020-06-30	0
5	편리하고 좋아요~~^^	2020-01-19	0
5	👍	2022-12-14	0
5	늘 잘 쓰고 있습니다 근데 병원 예약하고 방문했는데 노쇼처리 되었더라구요ㅠㅠ 병원에 직접 얘기해서 처리하라는데 고객센터에서 일임해주시면 더 감사할 것 같아요	2022-10-27	0
5	굿굿!!!!!!!!	2022-12-17	0
5	좋음	2018-11-17	0
5	잘썻습니다	2023-05-13	0
5	편해요	2022-11-05	0
5	좋아요	2021-10-21	0
5	시골이라..병원이 좀 멀어요. 접수하고 기다리는 일이 많았는데.. 똑닥을 깔고부터는 예약접수 시간에 맞춰 갈 수 있어..기다리는 시간이 많이 줄었어요	2019-01-18	0
5	근처병원 즉시 알려주는  정보통	2016-12-16	0
5	편리합니다.	2022-02-05	0
5	병원 예약하기 너무 좋아요	2022-09-18	0
5	"""제가 세이업을 좋아하는이유"" 제가 모르는 (정보가많아 좋구요) 병원비 나 교육비를 줄여주는 혜택 을 받아봤습니다.그래서 제가 즐겨쓰는 앱중 하나입니다!!"	2015-02-08	0
5	좋아요	2022-11-25	0
5	병원 예약이 편하고 대기 인원도 볼 수 있어 좋습니다.	2024-05-20	0
5	좋아요	2022-10-29	0
5	병원가서 기다림에 지쳐 있지 않아서 좋아요 병원 약국의 진료상황을 알수 있어요	2022-12-03	0
5	편하게 잘 이용하고 있어요~	2019-10-02	0
5	굿	2020-02-06	0
5	편리해요.	2023-07-25	0
5	잘쓰고 있어요~	2019-10-26	0
5	굿	2018-11-26	0
5	유료지만 좋아	2023-12-02	0
5	좋아	2023-07-08	0
5	좋아요	2020-04-26	0
5	좋아요	2022-04-19	0
5	편리하고 좋습니다	2022-02-01	0
5	아이 건강체크에 매우 좋은 앱임	2020-07-29	0
5	항상 기본30~40분 기다렸는데 이 어플덕에 기다리지 않아도 되서 넘 좋아영^^	2018-12-07	0
5	편하고 좋아요	2020-01-13	0
5	덕분에 주말에 아이아프면 병원예약하기 좋아요~~^♡^	2023-04-23	0
5	처음 써봤는데 너무 좋네요^^	2020-05-12	0
5	삶의 질 상승템	2022-10-10	0
5	좋아요	2021-10-11	0
5	편리하고 좋아요	2020-01-14	0
5	굿	2022-08-29	0
5	잼	2015-02-05	0
5	굿	2022-03-11	0
5	좋네요	2018-11-27	0
5	굿	2021-10-04	0
5	좋습니다	2021-11-16	0
5	편리하고 좋습니다. 더 많은 병원이 참여했으면 좋겠습니다. 그리고, 조금 늦을 경우 대비해서 취소가 아닌 재접수 기능도 있었으면 좋겠습니다.	2019-12-29	0
5	어플로 예약하고가면 대기가 길지않아서 좋아요	2019-04-11	0
5	편함	2022-07-26	0
5	건강피드에서 접종에 로타바이러스 인데 '로티'라고 되어 있네요. 오타인가요?	2020-03-05	0
5	좋아요	2020-05-13	0
5	앱 통해서 두 번 예약했는데 편해요.	2019-12-12	0
5	ㅂㅈㅂㅇㄱㄷ븟ㄷㄱㅈ그븝ㄷ	2020-03-31	0
5	아주편하고 좋네요	2022-10-04	0
5	친절하시고 진료도잘 하시구 좋은거샅아요	2022-08-02	0
5	편하네요	2022-03-27	0
5	너무 편해요	2019-05-11	0
5	굿	2020-04-11	0
5	너무 편해요~	2023-02-27	0
5	똑딱으로 접수하고 가니 대기시간 짧아 좋아요.	2022-09-14	0
5	영유아검진 문진표 작성과 예약을 한 번에 할 수 있어 정말 편리하네요.	2020-07-06	0
5	좋아요	2021-12-03	0
5	시간절약할수 있어 좋아요	2021-12-11	0
5	쓰기편해요	2020-07-17	0
